id;id_no;rev_bis;name_en;name_fr;short_description_en;short_description_fr;justification_en;justification_fr;date_inscribed;secondary_dates;danger;date_end;danger_list;longitude;latitude;area_hectares;C1;C2;C3;C4;C5;C6;N7;N8;N9;N10;criteria_txt;category;category_short;states_name_en;states_name_fr;continent_name_en;continent_name_fr;iso_code;udnp_code;transboundary;coordonnees;multiple;id_multiple;name_multiple
2559;1567;;"Funerary and memory sites of the First World War (Western Front)";"Les sites funéraires et mémoriels de la Première Guerre mondiale (Front Ouest)";"This transnational serial property encompasses sites along the First World War Western Front, where war was fought between the German and the Allied forces between 1914 and 1918. Located between the north of Belgium and the east of France, the component parts of the property vary in scale from large necropolises, holding the remains of tens of thousands of soldiers of several nationalities, to tiny and simpler cemeteries, and single memorials. The sites include different military cemeteries, battlefield burial grounds, and hospital cemeteries, often combined with memorials.";"Les sites de ce bien en série transnational se trouvent le long du Front Ouest de la Première Guerre mondiale, où les forces allemandes et alliées s’affrontèrent entre 1914 et 1918. Situés entre le nord de la Belgique et l'est de la France, les éléments constitutifs du bien sont de tailles variées et incluent aussi bien de vastes nécropoles, abritant les dépouilles de dizaines de milliers de soldats de plusieurs nationalités, que des petits cimetières plus simples, ou des monuments commémoratifs uniques. Les sites comprennent différents cimetières militaires, notamment situés près de champs de bataille et d'hôpitaux, souvent associés à des monuments commémoratifs.";;;2023;;0;;;;;;0;0;1;1;0;1;0;0;0;0;(iii)(iv)(vi);Cultural;C;Belgium,France;Belgique,France;"Europe and North America";"Europe et Amérique du Nord";be,fr;bel,fra;1;,;0;;
2560;31;;"Auschwitz Birkenau German Nazi Concentration and Extermination Camp (1940-1945)";"Auschwitz BirkenauCamp allemand nazi de concentration et d'extermination (1940-1945)";;;;;1979;;;;;19.205;50.0238888889;191.97;;;;;;;;;;;;;;Poland;Pologne;;;;;;50.0238888889,19.205;1;31-001;"Auschwitz (Poland)"
2561;31;;"Auschwitz Birkenau German Nazi Concentration and Extermination Camp (1940-1945)";"Auschwitz BirkenauCamp allemand nazi de concentration et d'extermination (1940-1945)";;;;;1979;;;;;19.175;50.0388888889;191.97;;;;;;;;;;;;;;Poland;Pologne;;;;;;50.0388888889,19.175;1;31-002;"Birkenau (Poland)"
2562;37;;"Archaeological Site of Carthage";"Site archéologique de Carthage";;;;;1979;;;;;10.3233055556;36.8527777778;498.08;;;;;;;;;;;;;;Tunisia;Tunisie;;;;;;36.8527777778,10.3233055556;1;37-001;"The area of the hills (Tunisia)"
2563;37;;"Archaeological Site of Carthage";"Site archéologique de Carthage";;;;;1979;;;;;10.3279722223;36.8559416667;498.08;;;;;;;;;;;;;;Tunisia;Tunisie;;;;;;36.8559416667,10.3279722223;1;37-002;"Land of the ""Maison de la chasse au sanglier"" (Tunisia)"
2564;37;;"Archaeological Site of Carthage";"Site archéologique de Carthage";;;;;1979;;;;;10.3297777778;36.8559722222;498.08;;;;;;;;;;;;;;Tunisia;Tunisie;;;;;;36.8559722222,10.3297777778;1;37-003;"El Mbazaa Field (Tunisia)"
2565;37;;"Archaeological Site of Carthage";"Site archéologique de Carthage";;;;;1979;;;;;10.3272222223;36.8555277778;498.08;;;;;;;;;;;;;;Tunisia;Tunisie;;;;;;36.8555277778,10.3272222223;1;37-004;"Land of the ""Maison de la course des chars"" (Tunisia)"
2566;37;;"Archaeological Site of Carthage";"Site archéologique de Carthage";;;;;1979;;;;;10.3268888889;36.8542222222;498.08;;;;;;;;;;;;;;Tunisia;Tunisie;;;;;;36.8542222222,10.3268888889;1;37-005;"Land of the Roman house (Tunisia)"
2567;37;;"Archaeological Site of Carthage";"Site archéologique de Carthage";;;;;1979;;;;;10.3283333334;36.84925;498.08;;;;;;;;;;;;;;Tunisia;Tunisie;;;;;;36.84925,10.3283333334;1;37-006;"Sector of Bir Messaouda (Tunisia)"
2568;37;;"Archaeological Site of Carthage";"Site archéologique de Carthage";;;;;1979;;;;;10.3313611111;36.8512777778;498.08;;;;;;;;;;;;;;Tunisia;Tunisie;;;;;;36.8512777778,10.3313611111;1;37-007;"Magon District (Tunisia)"
2569;37;;"Archaeological Site of Carthage";"Site archéologique de Carthage";;;;;1979;;;;;10.3252222223;36.8487222222;498.08;;;;;;;;;;;;;;Tunisia;Tunisie;;;;;;36.8487222222,10.3252222223;1;37-008;"Sector of Dermech Basilica (Tunisia)"
2570;37;;"Archaeological Site of Carthage";"Site archéologique de Carthage";;;;;1979;;;;;10.3193055556;36.8436111111;498.08;;;;;;;;;;;;;;Tunisia;Tunisie;;;;;;36.8436111111,10.3193055556;1;37-009;"Sector of Bib Knissia Basilica (Tunisia)"
2571;37;;"Archaeological Site of Carthage";"Site archéologique de Carthage";;;;;1979;;;;;10.3260277778;36.8444166666;498.08;;;;;;;;;;;;;;Tunisia;Tunisie;;;;;;36.8444166666,10.3260277778;1;37-010;"District of the punic ports and of the tophet (Tunisia)"
2572;37;;"Archaeological Site of Carthage";"Site archéologique de Carthage";;;;;1979;;;;;10.3235555556;36.8372777777;498.08;;;;;;;;;;;;;;Tunisia;Tunisie;;;;;;36.8372777777,10.3235555556;1;37-011;"Zone of the entrance to the harbours (Tunisia)"
2573;37;;"Archaeological Site of Carthage";"Site archéologique de Carthage";;;;;1979;;;;;10.3374444444;36.8639444444;498.08;;;;;;;;;;;;;;Tunisia;Tunisie;;;;;;36.8639444444,10.3374444444;1;37-012;"Basilica of Saint Cyprien (Tunisia)"
2574;37;;"Archaeological Site of Carthage";"Site archéologique de Carthage";;;;;1979;;;;;10.3391666666;36.8586111111;498.08;;;;;;;;;;;;;;Tunisia;Tunisie;;;;;;36.8586111111,10.3391666666;1;37-013;"Land of the Roman houses of Amilcar (Tunisia)"
2575;59;;Bryggen;"Quartier de « Bryggen » dans la ville de Bergen";;;;;1979;;;;;5.3242268;60.3974955;1.196;;;;;;;;;;;;;;Norway;Norvège;;;;;;60.3974955,5.3242268;1;59-001;"Bryggen (Norway)"
2576;59;;Bryggen;"Quartier de « Bryggen » dans la ville de Bergen";;;;;1979;;;;;5.325905;60.395917;1.196;;;;;;;;;;;;;;Norway;Norvège;;;;;;60.395917,5.325905;1;59-002;"Finnegården 1a-1b (Norway)"
2577;65;;"Antigua Guatemala";"Antigua Guatemala";;;;;1979;;;;;-90.73381;14.556504;0;;;;;;;;;;;;;;Guatemala;Guatemala;;;;;;14.556504,-90.73381;1;65-001;"Antigua Guatemala (Guatemala)"
2578;65;;"Antigua Guatemala";"Antigua Guatemala";;;;;1979;;;;;-90.748873;14.568519;0;;;;;;;;;;;;;;Guatemala;Guatemala;;;;;;14.568519,-90.748873;1;65-002;"Finca ""El Portal"" (Guatemala)"
2579;65;;"Antigua Guatemala";"Antigua Guatemala";;;;;1979;;;;;-90.750089;14.549287;0;;;;;;;;;;;;;;Guatemala;Guatemala;;;;;;14.549287,-90.750089;1;65-003;"San Bartolomé Becerra (Guatemala)"
2580;65;;"Antigua Guatemala";"Antigua Guatemala";;;;;1979;;;;;-90.75448;14.549022;0;;;;;;;;;;;;;;Guatemala;Guatemala;;;;;;14.549022,-90.75448;1;65-004;"Finca Retana (Guatemala)"
2581;65;;"Antigua Guatemala";"Antigua Guatemala";;;;;1979;;;;;-90.756302;14.526648;0;;;;;;;;;;;;;;Guatemala;Guatemala;;;;;;14.526648,-90.756302;1;65-005;"Ciudad Vieja (Guatemala)"
2582;65;;"Antigua Guatemala";"Antigua Guatemala";;;;;1979;;;;;-90.751733;14.525188;0;;;;;;;;;;;;;;Guatemala;Guatemala;;;;;;14.525188,-90.751733;1;65-006;"San Miguel Escobar (Guatemala)"
2583;65;;"Antigua Guatemala";"Antigua Guatemala";;;;;1979;;;;;-90.739496;14.530339;0;;;;;;;;;;;;;;Guatemala;Guatemala;;;;;;14.530339,-90.739496;1;65-007;"San Pedro Las Huertas (Guatemala)"
2584;65;;"Antigua Guatemala";"Antigua Guatemala";;;;;1979;;;;;-90.72816;14.523468;0;;;;;;;;;;;;;;Guatemala;Guatemala;;;;;;14.523468,-90.72816;1;65-008;"San Juan del Obispo (Guatemala)"
2585;65;;"Antigua Guatemala";"Antigua Guatemala";;;;;1979;;;;;-90.714627;14.535575;0;;;;;;;;;;;;;;Guatemala;Guatemala;;;;;;14.535575,-90.714627;1;65-009;"San Cristobal ""El Alto"" (Guatemala)"
2586;79;;Paphos;Paphos;;;;;1980;;;;;32.4055555556;34.7583333333;162.0171;;;;;;;;;;;;;;Cyprus;Chypre;;;;;;34.7583333333,32.4055555556;1;79-001;"Aphrodite's Sacred City at Kato Paphos Town (Cyprus)"
2587;79;;Paphos;Paphos;;;;;1980;;;;;32.4069444444;34.775;162.0171;;;;;;;;;;;;;;Cyprus;Chypre;;;;;;34.775,32.4069444444;1;79-002;"Kato Paphos necropolis (Tafoi ton Vasileon) (Cyprus)"
2588;79;;Paphos;Paphos;;;;;1980;;;;;32.5733333333;34.7086111111;162.0171;;;;;;;;;;;;;;Cyprus;Chypre;;;;;;34.7086111111,32.5733333333;1;79-003;"Aphrodite's Sanctuary at Kouklia village (""Palaepaphos"" or Old Pahpos) (Cyprus)"
2589;85;;"Prehistoric Sites and Decorated Caves of the Vézère Valley";"Sites préhistoriques et grottes ornées de la vallée de la Vézère";;;;;1979;;;;;1.0096111111;44.9404444444;105.733;;;;;;;;;;;;;;France;France;;;;;;44.9404444444,1.0096111111;1;85-001;"Abri de Cro-Magnon (Les Eyzies-de-Tayac-Sireuil) (France)"
2590;85;;"Prehistoric Sites and Decorated Caves of the Vézère Valley";"Sites préhistoriques et grottes ornées de la vallée de la Vézère";;;;;1979;;;;;0.9983888889;44.9441111111;105.733;;;;;;;;;;;;;;France;France;;;;;;44.9441111111,0.9983888889;1;85-002;"Abri du Poisson (Les Eyzies-de-Tayac-Sireuil) (France)"
2591;85;;"Prehistoric Sites and Decorated Caves of the Vézère Valley";"Sites préhistoriques et grottes ornées de la vallée de la Vézère";;;;;1979;;;;;1.0265555556;44.937;105.733;;;;;;;;;;;;;;France;France;;;;;;44.937,1.0265555556;1;85-003;"Font de Gaume (Les Eyzies-de-Tayac-Sireuil) (France)"
2592;85;;"Prehistoric Sites and Decorated Caves of the Vézère Valley";"Sites préhistoriques et grottes ornées de la vallée de la Vézère";;;;;1979;;;;;1.0065277778;44.9576666667;105.733;;;;;;;;;;;;;;France;France;;;;;;44.9576666667,1.0065277778;1;85-004;"La Micoque (Les Eyzies-de-Tayac-Sireuil) (France)"
2593;85;;"Prehistoric Sites and Decorated Caves of the Vézère Valley";"Sites préhistoriques et grottes ornées de la vallée de la Vézère";;;;;1979;;;;;1.0205833333;44.9246944444;105.733;;;;;;;;;;;;;;France;France;;;;;;44.9246944444,1.0205833333;1;85-005;"La Mouthe (Les Eyzies-de-Tayac-Sireuil) (France)"
2594;85;;"Prehistoric Sites and Decorated Caves of the Vézère Valley";"Sites préhistoriques et grottes ornées de la vallée de la Vézère";;;;;1979;;;;;0.9993055556;44.9510555556;105.733;;;;;;;;;;;;;;France;France;;;;;;44.9510555556,0.9993055556;1;85-006;"Laugerie basse (Les Eyzies-de-Tayac-Sireuil) (France)"
2595;85;;"Prehistoric Sites and Decorated Caves of the Vézère Valley";"Sites préhistoriques et grottes ornées de la vallée de la Vézère";;;;;1979;;;;;1.0034166667;44.9532777778;105.733;;;;;;;;;;;;;;France;France;;;;;;44.9532777778,1.0034166667;1;85-007;"Laugerie haute (Les Eyzies-de-Tayac-Sireuil) (France)"
2596;85;;"Prehistoric Sites and Decorated Caves of the Vézère Valley";"Sites préhistoriques et grottes ornées de la vallée de la Vézère";;;;;1979;;;;;0.9983333333;44.9495;105.733;;;;;;;;;;;;;;France;France;;;;;;44.9495,0.9983333333;1;85-008;"Le Grand Roc (Les Eyzies-de-Tayac-Sireuil) (France)"
2597;85;;"Prehistoric Sites and Decorated Caves of the Vézère Valley";"Sites préhistoriques et grottes ornées de la vallée de la Vézère";;;;;1979;;;;;1.0421111111;44.9435555556;105.733;;;;;;;;;;;;;;France;France;;;;;;44.9435555556,1.0421111111;1;85-009;"Les Combarelles (Les Eyzies-de-Tayac-Sireuil) (France)"
2598;85;;"Prehistoric Sites and Decorated Caves of the Vézère Valley";"Sites préhistoriques et grottes ornées de la vallée de la Vézère";;;;;1979;;;;;1.0973888889;44.9456388889;105.733;;;;;;;;;;;;;;France;France;;;;;;44.9456388889,1.0973888889;1;85-010;"Le Cap Blanc (Marquay) (France)"
2599;85;;"Prehistoric Sites and Decorated Caves of the Vézère Valley";"Sites préhistoriques et grottes ornées de la vallée de la Vézère";;;;;1979;;;;;1.17;45.0536944444;105.733;;;;;;;;;;;;;;France;France;;;;;;45.0536944444,1.17;1;85-011;"Lascaux (Montignac) (France)"
2600;85;;"Prehistoric Sites and Decorated Caves of the Vézère Valley";"Sites préhistoriques et grottes ornées de la vallée de la Vézère";;;;;1979;;;;;0.9876388889;45.0088055556;105.733;;;;;;;;;;;;;;France;France;;;;;;45.0088055556,0.9876388889;1;85-012;"Cro de Granville (cro de Rouffignac) (Rouffignac-Saint-Cernin-de-Reilhac) (France)"
2601;85;;"Prehistoric Sites and Decorated Caves of the Vézère Valley";"Sites préhistoriques et grottes ornées de la vallée de la Vézère";;;;;1979;;;;;0.9674722222;44.9260833333;105.733;;;;;;;;;;;;;;France;France;;;;;;44.9260833333,0.9674722222;1;85-013;"Roc de Saint-Cirq (Saint-Cirq) (France)"
2602;85;;"Prehistoric Sites and Decorated Caves of the Vézère Valley";"Sites préhistoriques et grottes ornées de la vallée de la Vézère";;;;;1979;;;;;1.0598611111;44.9943333333;105.733;;;;;;;;;;;;;;France;France;;;;;;44.9943333333,1.0598611111;1;85-014;"Le Moustier (Saint-Léon-sur-Vézère) (France)"
2603;85;;"Prehistoric Sites and Decorated Caves of the Vézère Valley";"Sites préhistoriques et grottes ornées de la vallée de la Vézère";;;;;1979;;;;;1.0364166667;44.9670277778;105.733;;;;;;;;;;;;;;France;France;;;;;;44.9670277778,1.0364166667;1;85-015;"La Madeleine (Tursac) (France)"
2604;86;;"Memphis and its Necropolis – the Pyramid Fields from Giza to Dahshur";"Memphis et sa nécropole – les zones des pyramides de Guizeh à Dahchour";;;;;1979;;;;;31.2610555556;29.8555;16358.52;;;;;;;;;;;;;;Egypt;Égypte;;;;;;29.8555,31.2610555556;1;86-001;"Site of Memphis (Egypt)"
2605;86;;"Memphis and its Necropolis – the Pyramid Fields from Giza to Dahshur";"Memphis et sa nécropole – les zones des pyramides de Guizeh à Dahchour";;;;;1979;;;;;31.13041;29.97604;16358.52;;;;;;;;;;;;;;Egypt;Égypte;;;;;;29.97604,31.13041;1;86-002;"Pyramid fields from Giza to Dahshur (Egypt)"
2606;87;;"Ancient Thebes with its Necropolis";"Thèbes antique et sa nécropole";;;;;1979;;;;;32.65725;25.7188888889;7390.16;;;;;;;;;;;;;;Egypt;Égypte;;;;;;25.7188888889,32.65725;1;87-001;"Temple of Karnak (Egypt)"
2607;87;;"Ancient Thebes with its Necropolis";"Thèbes antique et sa nécropole";;;;;1979;;;;;32.6390277777;25.6998611111;7390.16;;;;;;;;;;;;;;Egypt;Égypte;;;;;;25.6998611111,32.6390277777;1;87-002;"Temple of Luxor (Egypt)"
2608;87;;"Ancient Thebes with its Necropolis";"Thèbes antique et sa nécropole";;;;;1979;;;;;32.5970277777;25.7314444445;7390.16;;;;;;;;;;;;;;Egypt;Égypte;;;;;;25.7314444445,32.5970277777;1;87-003;"Ancient Thebes Necropolis (Egypt)"
2609;88;;"Nubian Monuments from Abu Simbel to Philae";"Monuments de Nubie d'Abou Simbel à Philae";;;;;1979;;;;;31.6258055556;22.3372222222;374.48;;;;;;;;;;;;;;Egypt;Égypte;;;;;;22.3372222222,31.6258055556;1;88-001;"Abu Simbel (Egypt)"
2610;88;;"Nubian Monuments from Abu Simbel to Philae";"Monuments de Nubie d'Abou Simbel à Philae";;;;;1979;;;;;32.2626111111;22.7311388889;374.48;;;;;;;;;;;;;;Egypt;Égypte;;;;;;22.7311388889,32.2626111111;1;88-002;"Amada (Egypt)"
2611;88;;"Nubian Monuments from Abu Simbel to Philae";"Monuments de Nubie d'Abou Simbel à Philae";;;;;1979;;;;;32.5453611111;22.7931944444;374.48;;;;;;;;;;;;;;Egypt;Égypte;;;;;;22.7931944444,32.5453611111;1;88-003;"Wadi Sebua (Egypt)"
2612;88;;"Nubian Monuments from Abu Simbel to Philae";"Monuments de Nubie d'Abou Simbel à Philae";;;;;1979;;;;;32.86695;23.9608777778;374.48;;;;;;;;;;;;;;Egypt;Égypte;;;;;;23.9608777778,32.86695;1;88-004;"Kalabsha (Egypt)"
2613;88;;"Nubian Monuments from Abu Simbel to Philae";"Monuments de Nubie d'Abou Simbel à Philae";;;;;1979;;;;;32.8846305555;24.0251777778;374.48;;;;;;;;;;;;;;Egypt;Égypte;;;;;;24.0251777778,32.8846305555;1;88-005;"Philae (Island of Agilkia) (Egypt)"
2614;88;;"Nubian Monuments from Abu Simbel to Philae";"Monuments de Nubie d'Abou Simbel à Philae";;;;;1979;;;;;32.89025;24.103;374.48;;;;;;;;;;;;;;Egypt;Égypte;;;;;;24.103,32.89025;1;88-006;"Old and Middle Kingdom Tombs (Egypt)"
2615;88;;"Nubian Monuments from Abu Simbel to Philae";"Monuments de Nubie d'Abou Simbel à Philae";;;;;1979;;;;;32.8859444444;24.0846111111;374.48;;;;;;;;;;;;;;Egypt;Égypte;;;;;;24.0846111111,32.8859444444;1;88-007;"Ruins of town of Elephantine (Egypt)"
2616;88;;"Nubian Monuments from Abu Simbel to Philae";"Monuments de Nubie d'Abou Simbel à Philae";;;;;1979;;;;;32.8954166666;24.0769444445;374.48;;;;;;;;;;;;;;Egypt;Égypte;;;;;;24.0769444445,32.8954166666;1;88-008;"Stone quarries and obelisk (Egypt)"
2617;88;;"Nubian Monuments from Abu Simbel to Philae";"Monuments de Nubie d'Abou Simbel à Philae";;;;;1979;;;;;32.8759166667;24.0947222222;374.48;;;;;;;;;;;;;;Egypt;Égypte;;;;;;24.0947222222,32.8759166667;1;88-009;"Monastery of St. Simeon (Egypt)"
2618;88;;"Nubian Monuments from Abu Simbel to Philae";"Monuments de Nubie d'Abou Simbel à Philae";;;;;1979;;;;;32.8915277777;24.0776944445;374.48;;;;;;;;;;;;;;Egypt;Égypte;;;;;;24.0776944445,32.8915277777;1;88-010;"Islamic Cemetery (Egypt)"
2619;89;;"Historic Cairo";"Le Caire historique";;;;;1979;;;;;31.2334444444;30.0066666667;523.66;;;;;;;;;;;;;;Egypt;Égypte;;;;;;30.0066666667,31.2334444444;1;89-001;"Al-Fustat (Egypt)"
2620;89;;"Historic Cairo";"Le Caire historique";;;;;1979;;;;;31.2621388889;30.0444166666;523.66;;;;;;;;;;;;;;Egypt;Égypte;;;;;;30.0444166666,31.2621388889;1;89-002;"Mosque of Ahmed Ibn Tulun, The Citadel Area, The Fatimid Nucleus of Cairo, Necropolis (Egypt)"
2621;89;;"Historic Cairo";"Le Caire historique";;;;;1979;;;;;31.2579166667;30.0105555556;523.66;;;;;;;;;;;;;;Egypt;Égypte;;;;;;30.0105555556,31.2579166667;1;89-003;"Al-Imam ash-Shaf'i Necropolis (Egypt)"
2622;89;;"Historic Cairo";"Le Caire historique";;;;;1979;;;;;31.2576111111;30.0215277778;523.66;;;;;;;;;;;;;;Egypt;Égypte;;;;;;30.0215277778,31.2576111111;1;89-004;"As-Sayyidah Nafisah Necropolis (Egypt)"
2623;89;;"Historic Cairo";"Le Caire historique";;;;;1979;;;;;31.2769722223;30.0471111111;523.66;;;;;;;;;;;;;;Egypt;Égypte;;;;;;30.0471111111,31.2769722223;1;89-005;"Qayitbay Necropolis (Egypt)"
2624;94;;"Rock Drawings in Valcamonica";"Art rupestre du Valcamonica";;;;;1979;;;;;10.180469;45.888503;432.3;;;;;;;;;;;;;;Italy;Italie;;;;;;45.888503,10.180469;1;94-001;"Parco Comunale di Luine di Darfo-Boario Terme (Italy)"
2625;94;;"Rock Drawings in Valcamonica";"Art rupestre du Valcamonica";;;;;1979;;;;;10.33801;46.031561;432.3;;;;;;;;;;;;;;Italy;Italie;;;;;;46.031561,10.33801;1;94-002;"Parco Archeologico Nazionale dei Massi di Cemmo (Italy)"
2626;94;;"Rock Drawings in Valcamonica";"Art rupestre du Valcamonica";;;;;1979;;;;;10.343006;46.034902;432.3;;;;;;;;;;;;;;Italy;Italie;;;;;;46.034902,10.343006;1;94-003;"Parco Archeologico Comunale di Seradina-Bedolina, in Capo di Ponte (Italy)"
2627;94;;"Rock Drawings in Valcamonica";"Art rupestre du Valcamonica";;;;;1979;;;;;10.337148;46.058437;432.3;;;;;;;;;;;;;;Italy;Italie;;;;;;46.058437,10.337148;1;94-004;"Parco Comunale di Sellero (Italy)"
2628;94;;"Rock Drawings in Valcamonica";"Art rupestre du Valcamonica";;;;;1979;;;;;10.360634;46.159558;432.3;;;;;;;;;;;;;;Italy;Italie;;;;;;46.159558,10.360634;1;94-005;"Parco Pluritematico (Italy)"
2629;94;;"Rock Drawings in Valcamonica";"Art rupestre du Valcamonica";;;;;1979;;;;;10.353586;46.026832;432.3;;;;;;;;;;;;;;Italy;Italie;;;;;;46.026832,10.353586;1;94-006;"Parco Nazionale delle Incisioni Rupestri di Capo di Ponte/ Riserva Naturale delle Incisioni Rupestri di Ceto, Cimbergo e Paspardo (Italy)"
2630;96;;"Stari Ras and Sopoćani";"Vieux Ras avec Sopoćani";;;;;1979;;;;;20.4227777778;43.1188888889;198.72;;;;;;;;;;;;;;Serbia;Serbie;;;;;;43.1188888889,20.4227777778;1;96-001;"Mediaeval Town of Ras (Serbia)"
2631;96;;"Stari Ras and Sopoćani";"Vieux Ras avec Sopoćani";;;;;1979;;;;;20.3791666667;43.1316666667;198.72;;;;;;;;;;;;;;Serbia;Serbie;;;;;;43.1316666667,20.3791666667;1;96-002;"Sopoćani Monastery (Serbia)"
2632;96;;"Stari Ras and Sopoćani";"Vieux Ras avec Sopoćani";;;;;1979;;;;;20.5261111111;43.1655555556;198.72;;;;;;;;;;;;;;Serbia;Serbie;;;;;;43.1655555556,20.5261111111;1;96-003;"St. Peter's Church (Serbia)"
2633;96;;"Stari Ras and Sopoćani";"Vieux Ras avec Sopoćani";;;;;1979;;;;;20.4988055556;43.1708888889;198.72;;;;;;;;;;;;;;Serbia;Serbie;;;;;;43.1708888889,20.4988055556;1;96-004;"Monastery of Djurdjevi Stupovi (Serbia)"
2634;116;;"Old Towns of Djenné";"Villes anciennes de Djenné";;;;;1988;;;;;-5.4166666667;13.9;0;;;;;;;;;;;;;;Mali;Mali;;;;;;13.9,-5.4166666667;1;116-001;"Djenné-Djeno (ancienne Djenné) (Mali)"
2635;116;;"Old Towns of Djenné";"Villes anciennes de Djenné";;;;;1988;;;;;-4.5666666667;13.9;0;;;;;;;;;;;;;;Mali;Mali;;;;;;13.9,-4.5666666667;1;116-002;"Kaniana (Mali)"
2636;116;;"Old Towns of Djenné";"Villes anciennes de Djenné";;;;;1988;;;;;-4.5333333333;13.9;0;;;;;;;;;;;;;;Mali;Mali;;;;;;13.9,-4.5333333333;1;116-003;"Tonomba (Mali)"
2637;116;;"Old Towns of Djenné";"Villes anciennes de Djenné";;;;;1988;;;;;-4.55;13.9;0;;;;;;;;;;;;;;Mali;Mali;;;;;;13.9,-4.55;1;116-004;"Djenné (Mali)"
2638;116;;"Old Towns of Djenné";"Villes anciennes de Djenné";;;;;1988;;;;;-4.5333333333;13.8833333333;0;;;;;;;;;;;;;;Mali;Mali;;;;;;13.8833333333,-4.5333333333;1;116-005;"Hambarketolo (Mali)"
2639;135;;"Fortifications on the Caribbean Side of Panama: Portobelo-San Lorenzo";"Fortifications de la côte caraïbe du Panama : Portobelo, San Lorenzo";;;;;1980;;;;;-79.6558333333;9.5538888889;0;;;;;;;;;;;;;;Panama;Panama;;;;;;9.5538888889,-79.6558333333;1;135-001;"Portobelo (Panama)"
2640;135;;"Fortifications on the Caribbean Side of Panama: Portobelo-San Lorenzo";"Fortifications de la côte caraïbe du Panama : Portobelo, San Lorenzo";;;;;1980;;;;;-80.0030555556;9.3241666667;0;;;;;;;;;;;;;;Panama;Panama;;;;;;9.3241666667,-80.0030555556;1;135-002;"San Lorenzo (Panama)"
2641;139;;Taxila;Taxila;;;;;1980;;;;;72.9092939987;33.7991988314;0;;;;;;;;;;;;;;Pakistan;Pakistan;;;;;;33.7991988314,72.9092939987;1;139-001;"Khanpur Cave (Pakistan)"
2642;139;;Taxila;Taxila;;;;;1980;;;;;72.8193318876;33.7439437902;0;;;;;;;;;;;;;;Pakistan;Pakistan;;;;;;33.7439437902,72.8193318876;1;139-002;"Bhir Mound (Pakistan)"
2643;139;;Taxila;Taxila;;;;;1980;;;;;72.8298764952;33.7534024959;0;;;;;;;;;;;;;;Pakistan;Pakistan;;;;;;33.7534024959,72.8298764952;1;139-003;"Sirkap (fortified city) (Pakistan)"
2644;139;;Taxila;Taxila;;;;;1980;;;;;72.8497386476;33.7722550307;0;;;;;;;;;;;;;;Pakistan;Pakistan;;;;;;33.7722550307,72.8497386476;1;139-004;"Sirsukh (fortified ruined city) (Pakistan)"
2645;139;;Taxila;Taxila;;;;;1980;;;;;72.8426669243;33.7446693071;0;;;;;;;;;;;;;;Pakistan;Pakistan;;;;;;33.7446693071,72.8426669243;1;139-005;"Dharmarajika stupa and monastery (Pakistan)"
2646;139;;Taxila;Taxila;;;;;1980;;;;;72.8607234573;33.7608048887;0;;;;;;;;;;;;;;Pakistan;Pakistan;;;;;;33.7608048887,72.8607234573;1;139-006;"Khader Mohra (Akhuri) (Pakistan)"
2647;139;;Taxila;Taxila;;;;;1980;;;;;72.8397539547;33.7462914341;0;;;;;;;;;;;;;;Pakistan;Pakistan;;;;;;33.7462914341,72.8397539547;1;139-007;"Kalawan group of buildings (Pakistan)"
2648;139;;Taxila;Taxila;;;;;1980;;;;;72.8833255918;33.7290890081;0;;;;;;;;;;;;;;Pakistan;Pakistan;;;;;;33.7290890081,72.8833255918;1;139-008;"Giri complex of monuments (Pakistan)"
2649;139;;Taxila;Taxila;;;;;1980;;;;;72.8314443047;33.7505533417;0;;;;;;;;;;;;;;Pakistan;Pakistan;;;;;;33.7505533417,72.8314443047;1;139-009;"Kunala stupa and monastery (Pakistan)"
2650;139;;Taxila;Taxila;;;;;1980;;;;;72.8289132713;33.7644544715;0;;;;;;;;;;;;;;Pakistan;Pakistan;;;;;;33.7644544715,72.8289132713;1;139-010;"Jandial complex (Pakistan)"
2651;139;;Taxila;Taxila;;;;;1980;;;;;72.8680206429;33.7818035351;0;;;;;;;;;;;;;;Pakistan;Pakistan;;;;;;33.7818035351,72.8680206429;1;139-011;"Lalchak and Badalpur Buddhist stuppa (Pakistan)"
2652;139;;Taxila;Taxila;;;;;1980;;;;;72.8610535439;33.7610971797;0;;;;;;;;;;;;;;Pakistan;Pakistan;;;;;;33.7610971797,72.8610535439;1;139-012;"Mohra Moradu stupa and monastery (Pakistan)"
2653;139;;Taxila;Taxila;;;;;1980;;;;;72.8666860604;33.7659219675;0;;;;;;;;;;;;;;Pakistan;Pakistan;;;;;;33.7659219675,72.8666860604;1;139-013;"Pippala stupa and monastery (Pakistan)"
2654;139;;Taxila;Taxila;;;;;1980;;;;;72.8753101801;33.7650427647;0;;;;;;;;;;;;;;Pakistan;Pakistan;;;;;;33.7650427647,72.8753101801;1;139-014;"Jaulian stupa and monastery (Pakistan)"
2655;139;;Taxila;Taxila;;;;;1980;;;;;72.84947;33.77445;0;;;;;;;;;;;;;;Pakistan;Pakistan;;;;;;33.77445,72.84947;1;139-015;"Lalchak mounds (Pakistan)"
